category,keyword,source,search_intent,trend_score,difficulty,duplicate_risk,created_at,reason,final_score,topic_type,topic_type_label,title
office365,아웃룩 오류날 때 방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,아웃룩 오류날 때 방법 문제를 줄이는 실무 처리 순서
office365,원드라이브 오류 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,원드라이브 오류 해결방법 해결 전에 먼저 확인할 것
office365,원드라이브 오류 복구 방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,원드라이브 오류 복구 방법 원인과 해결 방법
office365,OneDrive 오류 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,OneDrive 오류 해결방법 해결 전에 먼저 확인할 것
office365,onedrive 설정 안 열림,google_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,onedrive 설정 안 열림 해결 전에 먼저 확인할 것
office365,one note 해결방법,naver_suggest,problem_solving,100,medium,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,100,error_solution,오류 해결형,one note 해결방법 원인과 해결 방법
general_it,윈도우 디스크 정리 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-12,메모리/CPU와 다른 저장공간 관리 문제,100,error_solution,오류 해결형,윈도우 디스크 정리 안됨 해결 전에 먼저 확인할 것
trello,트렐로 자동화 규칙 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"Butler 오류, 기존 글에 자동화 미언급",100,error_solution,오류 해결형,트렐로 자동화 규칙 작동 안함 원인과 해결 방법
trello,트렐로 자동화 버튼 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존 글은 수동 관리, 자동화 오류 해결 별도",100,error_solution,오류 해결형,트렐로 자동화 버튼 작동 안함 해결 전에 먼저 확인할 것
figma,피그마 협업 중 충돌 해결 방법,perplexity_questions,problem_solving,100,medium,low,2026-05-12,기존 글 없음 - 실시간 협업 오류 처리,100,error_solution,오류 해결형,피그마 협업 중 충돌 해결 방법 문제를 줄이는 실무 처리 순서
general_it,윈도우 저장소 오류 정리,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존 글은 임시 파일이고, 본 주제는 전체 저장소 정리 및 최적화",100,error_solution,오류 해결형,윈도우 저장소 오류 정리 문제를 줄이는 실무 처리 순서
trello,트렐로 팀 권한 설정 오류,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존은 기본 초대 방법이고, 이는 권한 오류 진단 및 해결 중심",100,error_solution,오류 해결형,트렐로 팀 권한 설정 오류 해결 전에 먼저 확인할 것
jira,지라 라벨 관리 삭제 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-13,클로드 질문 구조나 Windows SFC와 다른 지라 태그 관리,100,error_solution,오류 해결형,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서
trello,트렐로 알림 설정 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-13,알림 설정 오류로 기존 템플릿 사용과 다름,100,error_solution,오류 해결형,트렐로 알림 설정 안됨 원인과 해결 방법
general_it,윈도우 관리자 권한 실행 안됨,perplexity_questions,problem_solving,100,medium,low,2026-05-19,작업 관리자 문제와 달리 실행 권한 설정 문제를 다룹니다.,100,error_solution,오류 해결형,윈도우 관리자 권한 실행 안됨 원인과 해결 방법
blender,블렌더 기본 설정 추천,perplexity_questions,how_to,100,medium,low,2026-05-19,"기존 글은 특정 인터페이스 요소 설명이고, 이 주제는 전체 작업 환경 최적화다",100,feature_explanation,기능 설명형,블렌더 기본 설정 추천 기능과 사용 방법 쉽게 설명
python,파이썬 오류 해결 방법,perplexity_questions,problem_solving,100,medium,low,2026-05-19,"기존 글들은 개별 기능 설명 중심이며, 오류 메시지 기반 해결은 별도의 검색 수요가 큽니다.",100,error_solution,오류 해결형,파이썬 오류 해결 방법 해결 전에 먼저 확인할 것
excel,엑셀 응답 없음 오류를 안전 모드로 해결하는 단계,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,엑셀 응답 없음 오류를 안전 모드로 해결하는 단계 자주 생기는 이유와 점검 순서
excel,엑셀 멈춤 현상 원인과 7가지 실전 해결 팁,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,엑셀 멈춤 현상 원인과 7가지 실전 해결 팁 해결 전에 먼저 확인할 것
excel,엑셀 COM 애드인 비활성화로 충돌 오류 잡기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,엑셀 COM 애드인 비활성화로 충돌 오류 잡기 문제를 줄이는 실무 처리 순서
excel,엑셀 통합 문서 검사로 파일 오류 자동 진단,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,엑셀 통합 문서 검사로 파일 오류 자동 진단 해결 전에 먼저 확인할 것
excel,엑셀 XLStart 폴더 파일로 인한 시작 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,엑셀 XLStart 폴더 파일로 인한 시작 오류 해결 자주 생기는 이유와 점검 순서
ppt,ppt 오류 153 동영상 플레이어 구성 오류,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,ppt 오류 153 동영상 플레이어 구성 오류 자주 생기는 이유와 점검 순서
ppt,PPT 동영상 삽입 실패 문제 4가지 쉬운 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,PPT 동영상 삽입 실패 문제 4가지 쉬운 해결 원인과 해결 방법
ppt,Logic Tree로 문제 분석 PPT 구조화하는 법,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,Logic Tree로 문제 분석 PPT 구조화하는 법 원인과 해결 방법
ppt,3M Model 문제 해결 PPT 작성 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,3M Model 문제 해결 PPT 작성 가이드 자주 생기는 이유와 점검 순서
ppt,문제 해결 기법 PPT에서 MECE 원칙 적용하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,문제 해결 기법 PPT에서 MECE 원칙 적용하기 해결 전에 먼저 확인할 것
ppt,문제 인식부터 실행 계획까지 PPT 7단계 구조,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,문제 인식부터 실행 계획까지 PPT 7단계 구조 해결 전에 먼저 확인할 것
ppt,프레젠테이션 복구 시도 오류 PPT 고치는 단계별 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,프레젠테이션 복구 시도 오류 PPT 고치는 단계별 가이드 자주 생기는 이유와 점검 순서
word,word 오류 책갈피가 정의되어 있지 않습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 오류 책갈피가 정의되어 있지 않습니다 해결 전에 먼저 확인할 것
word,word 오류 참조 원본을 찾을 수 없습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 오류 참조 원본을 찾을 수 없습니다 해결 전에 먼저 확인할 것
word,word 에 오류 가 생겨 제대로 작동 할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 에 오류 가 생겨 제대로 작동 할 수 없습니다 해결 전에 먼저 확인할 것
word,word pdf 오류 로 인해 내 보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word pdf 오류 로 인해 내 보내지 못했습니다 원인과 해결 방법
word,word 에 문제 가 발생 했습니다,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 에 문제 가 발생 했습니다 문제를 줄이는 실무 처리 순서
word,word 콘텐츠에 문제가 발견되어,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 콘텐츠에 문제가 발견되어 해결 전에 먼저 확인할 것
word,word 죄송합니다 콘텐츠에 문제가 발견되어,google_suggest,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,word 죄송합니다 콘텐츠에 문제가 발견되어 자주 생기는 이유와 점검 순서
word,워드 서식 깨짐 문제 단계별 해결법,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 서식 깨짐 문제 단계별 해결법 자주 생기는 이유와 점검 순서
word,워드 응답 없음 오류 빠른 해결 가이드,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 응답 없음 오류 빠른 해결 가이드 원인과 해결 방법
word,워드 안전 모드 실행하고 문제 진단하기,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 안전 모드 실행하고 문제 진단하기 원인과 해결 방법
word,워드 추가 기능 비활성화로 오류 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 추가 기능 비활성화로 오류 해결 문제를 줄이는 실무 처리 순서
word,워드 캡션 표 붙음 문제 실전 해결 팁,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 캡션 표 붙음 문제 실전 해결 팁 문제를 줄이는 실무 처리 순서
word,워드 논문 작성 시 자주 발생하는 짜증 현상 해결,perplexity_questions,problem_solving,95,low,low,2026-04-26,문제 해결형 검색어라 방문 의도가 강합니다.,95,error_solution,오류 해결형,워드 논문 작성 시 자주 발생하는 짜증 현상 해결 자주 생기는 이유와 점검 순서
